1490637450,nan,-1,20000,0,0
1490637453,50.000000,0,19999,0,1
1490637456,40.000000,1,19998,0,2
1490637463,40.000000,1,19998,0,3
1490637469,39.000000,20001,19998,0,4
1490637474,36.000000,20002,19998,0,5
1490637479,36.000000,20002,19998,0,6
1490637484,34.000000,20004,19998,0,7
1490637489,34.000000,20004,19998,0,8
1490637493,34.000000,20004,19998,0,9
1490637499,34.000000,20004,19998,0,10
1490637504,34.000000,20004,19998,0,11
1490637509,34.000000,20004,19998,0,12
1490637514,34.000000,20004,19998,0,13
1490637519,34.000000,20004,19998,0,14
1490637523,34.000000,20004,19998,0,15
1490637528,34.000000,20004,19998,0,16
1490637533,34.000000,20004,19998,0,17
1490637538,33.000000,20015,19998,0,18
1490637543,33.000000,20015,19998,0,19
1490637550,33.000000,20015,19998,0,20
1490637555,33.000000,20015,19998,0,21
1490637560,33.000000,20015,19998,0,22
1490637565,33.000000,20015,19998,0,23
1490637571,33.000000,20015,19998,0,24
1490637576,33.000000,20015,19998,0,25
1490637583,33.000000,20015,19998,0,26
1490637588,32.000000,20024,19998,0,27
1490637594,32.000000,20024,19998,0,28
1490637599,32.000000,20024,19998,0,29
1490637605,32.000000,20024,19998,0,30
1490637610,32.000000,20024,19998,0,31
1490637616,32.000000,20024,19998,0,32
1490637622,32.000000,20024,19998,0,33
1490637628,32.000000,20024,19998,0,34
1490637633,32.000000,20024,19998,0,35
1490637639,32.000000,20024,19998,0,36
1490637645,32.000000,20024,19998,0,37
1490637651,32.000000,20024,19998,0,38
1490637658,32.000000,20024,19998,0,39
1490637664,32.000000,20024,19998,0,40
1490637670,32.000000,20024,19998,0,41
1490637676,32.000000,20024,19998,0,42
1490637682,32.000000,20024,19998,0,43
1490637688,32.000000,20024,19998,0,44
1490637695,32.000000,20024,19998,0,45
1490637701,32.000000,20024,19998,0,46
1490637707,32.000000,20024,19998,0,47
1490637714,32.000000,20024,19998,0,48
1490637720,32.000000,20024,19998,0,49
1490637727,32.000000,20024,19998,0,50
1490637730,nan,-1,20000,0,0
1490637733,50.000000,0,19999,0,1
1490637736,40.000000,1,19998,0,2
1490637745,40.000000,1,19998,0,3
1490637750,36.000000,20001,19998,0,4
1490637755,36.000000,20001,19998,0,5
1490637760,36.000000,20001,19998,0,6
1490637765,34.000000,20004,19998,0,7
1490637770,34.000000,20004,19998,0,8
1490637775,34.000000,20004,19998,0,9
1490637780,34.000000,20004,19998,0,10
1490637785,34.000000,20004,19998,0,11
1490637789,34.000000,20004,19998,0,12
1490637795,34.000000,20004,19998,0,13
1490637800,34.000000,20004,19998,0,14
1490637804,34.000000,20004,19998,0,15
1490637810,34.000000,20004,19998,0,16
1490637815,34.000000,20004,19998,0,17
1490637820,34.000000,20004,19998,0,18
1490637825,34.000000,20004,19998,0,19
1490637830,34.000000,20004,19998,0,20
1490637836,34.000000,20004,19998,0,21
1490637841,34.000000,20004,19998,0,22
1490637847,34.000000,20004,19998,0,23
1490637852,34.000000,20004,19998,0,24
1490637858,34.000000,20004,19998,0,25
1490637863,32.000000,20023,19998,0,26
1490637868,32.000000,20023,19998,0,27
1490637874,32.000000,20023,19998,0,28
1490637879,32.000000,20023,19998,0,29
1490637885,32.000000,20023,19998,0,30
1490637891,32.000000,20023,19998,0,31
1490637897,32.000000,20023,19998,0,32
1490637902,32.000000,20023,19998,0,33
1490637909,32.000000,20023,19998,0,34
1490637914,32.000000,20023,19998,0,35
1490637920,32.000000,20023,19998,0,36
1490637926,32.000000,20023,19998,0,37
1490637932,31.000000,20035,19998,0,38
1490637939,31.000000,20035,19998,0,39
1490637945,31.000000,20035,19998,0,40
1490637951,31.000000,20035,19998,0,41
1490637957,31.000000,20035,19998,0,42
1490637963,31.000000,20035,19998,0,43
1490637970,31.000000,20035,19998,0,44
1490637977,31.000000,20035,19998,0,45
1490637983,31.000000,20035,19998,0,46
1490637989,31.000000,20035,19998,0,47
1490637996,31.000000,20035,19998,0,48
1490638002,31.000000,20035,19998,0,49
1490638009,31.000000,20035,19998,0,50
1490638012,nan,-1,20000,0,0
1490638015,50.000000,0,19999,0,1
1490638018,40.000000,1,19998,0,2
1490638026,40.000000,1,19998,0,3
1490638031,40.000000,1,19998,0,4
1490638036,40.000000,1,19998,0,5
1490638041,36.000000,20003,19998,0,6
1490638045,36.000000,20003,19998,0,7
1490638051,36.000000,20003,19998,0,8
1490638059,35.000000,20006,19998,0,9
1490638064,35.000000,20006,19998,0,10
1490638070,35.000000,20006,19998,0,11
1490638074,35.000000,20006,19998,0,12
1490638080,35.000000,20006,19998,0,13
1490638084,34.000000,20011,19998,0,14
1490638090,34.000000,20011,19998,0,15
1490638095,33.000000,20013,19998,0,16
1490638099,33.000000,20013,19998,0,17
1490638104,33.000000,20013,19998,0,18
1490638110,32.000000,20016,19998,0,19
1490638115,32.000000,20016,19998,0,20
1490638120,32.000000,20016,19998,0,21
1490638125,31.000000,20019,19998,0,22
1490638131,31.000000,20019,19998,0,23
1490638137,31.000000,20019,19998,0,24
1490638143,31.000000,20019,19998,0,25
1490638148,31.000000,20019,19998,0,26
1490638154,31.000000,20019,19998,0,27
1490638160,30.000000,20025,19998,0,28
1490638166,30.000000,20025,19998,0,29
1490638171,30.000000,20025,19998,0,30
1490638177,30.000000,20025,19998,0,31
1490638184,30.000000,20025,19998,0,32
1490638190,30.000000,20025,19998,0,33
1490638197,30.000000,20025,19998,0,34
1490638203,30.000000,20025,19998,0,35
1490638209,30.000000,20025,19998,0,36
1490638216,30.000000,20025,19998,0,37
1490638222,30.000000,20025,19998,0,38
1490638229,30.000000,20025,19998,0,39
1490638235,30.000000,20025,19998,0,40
1490638241,30.000000,20025,19998,0,41
1490638247,30.000000,20025,19998,0,42
1490638253,30.000000,20025,19998,0,43
1490638260,30.000000,20025,19998,0,44
1490638267,30.000000,20025,19998,0,45
1490638273,30.000000,20025,19998,0,46
1490638279,30.000000,20025,19998,0,47
1490638285,30.000000,20025,19998,0,48
1490638291,30.000000,20025,19998,0,49
1490638298,30.000000,20025,19998,0,50
1490638300,nan,-1,20000,0,0
1490638303,50.000000,0,19999,0,1
1490638306,40.000000,1,19998,0,2
1490638314,40.000000,1,19998,0,3
1490638321,37.000000,20001,19998,0,4
1490638327,35.000000,20002,19998,0,5
1490638332,35.000000,20002,19998,0,6
1490638336,35.000000,20002,19998,0,7
1490638341,35.000000,20002,19998,0,8
1490638345,35.000000,20002,19998,0,9
1490638350,35.000000,20002,19998,0,10
1490638355,35.000000,20002,19998,0,11
1490638360,35.000000,20002,19998,0,12
1490638365,35.000000,20002,19998,0,13
1490638370,33.000000,20011,19998,0,14
1490638374,33.000000,20011,19998,0,15
1490638379,33.000000,20011,19998,0,16
1490638384,33.000000,20011,19998,0,17
1490638389,33.000000,20011,19998,0,18
1490638394,33.000000,20011,19998,0,19
1490638400,33.000000,20011,19998,0,20
1490638405,33.000000,20011,19998,0,21
1490638410,33.000000,20011,19998,0,22
1490638415,33.000000,20011,19998,0,23
1490638420,33.000000,20011,19998,0,24
1490638425,31.000000,20022,19998,0,25
1490638431,31.000000,20022,19998,0,26
1490638436,31.000000,20022,19998,0,27
1490638442,31.000000,20022,19998,0,28
1490638448,31.000000,20022,19998,0,29
1490638453,31.000000,20022,19998,0,30
1490638459,31.000000,20022,19998,0,31
1490638465,31.000000,20022,19998,0,32
1490638470,30.000000,20030,19998,0,33
1490638476,30.000000,20030,19998,0,34
1490638482,30.000000,20030,19998,0,35
1490638488,30.000000,20030,19998,0,36
1490638494,30.000000,20030,19998,0,37
1490638500,30.000000,20030,19998,0,38
1490638505,30.000000,20030,19998,0,39
1490638511,30.000000,20030,19998,0,40
1490638518,30.000000,20030,19998,0,41
1490638525,30.000000,20030,19998,0,42
1490638531,30.000000,20030,19998,0,43
1490638537,30.000000,20030,19998,0,44
1490638544,30.000000,20030,19998,0,45
1490638550,30.000000,20030,19998,0,46
1490638556,30.000000,20030,19998,0,47
1490638563,30.000000,20030,19998,0,48
1490638569,30.000000,20030,19998,0,49
1490638576,30.000000,20030,19998,0,50
1490638579,nan,-1,20000,0,0
1490638582,50.000000,0,19999,0,1
1490638585,40.000000,1,19998,0,2
1490638592,40.000000,1,19998,0,3
1490638598,37.000000,20001,19998,0,4
1490638604,37.000000,20001,19998,0,5
1490638609,37.000000,20001,19998,0,6
1490638615,37.000000,20001,19998,0,7
1490638620,37.000000,20001,19998,0,8
1490638625,37.000000,20001,19998,0,9
1490638630,37.000000,20001,19998,0,10
1490638634,37.000000,20001,19998,0,11
1490638639,36.000000,20009,19998,0,12
1490638644,36.000000,20009,19998,0,13
1490638649,36.000000,20009,19998,0,14
1490638654,36.000000,20009,19998,0,15
1490638659,36.000000,20009,19998,0,16
1490638664,31.000000,20014,19998,0,17
1490638668,31.000000,20014,19998,0,18
1490638674,31.000000,20014,19998,0,19
1490638679,31.000000,20014,19998,0,20
1490638684,31.000000,20014,19998,0,21
1490638689,31.000000,20014,19998,0,22
1490638695,31.000000,20014,19998,0,23
1490638701,31.000000,20014,19998,0,24
1490638706,31.000000,20014,19998,0,25
1490638712,31.000000,20014,19998,0,26
1490638717,31.000000,20014,19998,0,27
1490638723,31.000000,20014,19998,0,28
1490638728,31.000000,20014,19998,0,29
1490638734,30.000000,20027,19998,0,30
1490638739,30.000000,20027,19998,0,31
1490638745,30.000000,20027,19998,0,32
1490638751,30.000000,20027,19998,0,33
1490638757,30.000000,20027,19998,0,34
1490638763,30.000000,20027,19998,0,35
1490638769,30.000000,20027,19998,0,36
1490638774,30.000000,20027,19998,0,37
1490638780,30.000000,20027,19998,0,38
1490638786,30.000000,20027,19998,0,39
1490638792,30.000000,20027,19998,0,40
1490638798,30.000000,20027,19998,0,41
1490638805,30.000000,20027,19998,0,42
1490638811,30.000000,20027,19998,0,43
1490638817,30.000000,20027,19998,0,44
1490638824,30.000000,20027,19998,0,45
1490638830,30.000000,20027,19998,0,46
1490638836,30.000000,20027,19998,0,47
1490638843,30.000000,20027,19998,0,48
1490638849,30.000000,20027,19998,0,49
1490638856,30.000000,20027,19998,0,50
1490638858,nan,-1,20000,0,0
1490638862,50.000000,0,19999,0,1
1490638865,40.000000,1,19998,0,2
1490638873,40.000000,1,19998,0,3
1490638879,39.000000,20001,19998,0,4
1490638884,39.000000,20001,19998,0,5
1490638888,39.000000,20001,19998,0,6
1490638893,39.000000,20001,19998,0,7
1490638897,39.000000,20001,19998,0,8
1490638902,39.000000,20001,19998,0,9
1490638906,36.000000,20007,19998,0,10
1490638911,36.000000,20007,19998,0,11
1490638916,36.000000,20007,19998,0,12
1490638921,35.000000,20010,19998,0,13
1490638926,35.000000,20010,19998,0,14
1490638931,35.000000,20010,19998,0,15
1490638936,35.000000,20010,19998,0,16
1490638940,35.000000,20010,19998,0,17
1490638945,35.000000,20010,19998,0,18
1490638951,35.000000,20010,19998,0,19
1490638956,35.000000,20010,19998,0,20
1490638961,35.000000,20010,19998,0,21
1490638966,35.000000,20010,19998,0,22
1490638971,34.000000,20020,19998,0,23
1490638976,34.000000,20020,19998,0,24
1490638982,34.000000,20020,19998,0,25
1490638988,34.000000,20020,19998,0,26
1490638993,34.000000,20020,19998,0,27
1490638999,33.000000,20025,19998,0,28
1490639004,32.000000,20026,19998,0,29
1490639010,31.000000,20027,19998,0,30
1490639015,31.000000,20027,19998,0,31
1490639021,31.000000,20027,19998,0,32
1490639026,31.000000,20027,19998,0,33
1490639032,31.000000,20027,19998,0,34
1490639038,31.000000,20027,19998,0,35
1490639044,31.000000,20027,19998,0,36
1490639050,30.000000,20034,19998,0,37
1490639056,30.000000,20034,19998,0,38
1490639062,30.000000,20034,19998,0,39
1490639068,30.000000,20034,19998,0,40
1490639074,30.000000,20034,19998,0,41
1490639080,30.000000,20034,19998,0,42
1490639087,30.000000,20034,19998,0,43
1490639093,30.000000,20034,19998,0,44
1490639100,30.000000,20034,19998,0,45
1490639106,30.000000,20034,19998,0,46
1490639113,30.000000,20034,19998,0,47
1490639120,30.000000,20034,19998,0,48
1490639127,30.000000,20034,19998,0,49
1490639134,30.000000,20034,19998,0,50
1490639137,nan,-1,20000,0,0
1490639140,50.000000,0,19999,0,1
1490639143,40.000000,1,19998,0,2
1490639150,40.000000,1,19998,0,3
1490639155,36.000000,20001,19998,0,4
1490639161,36.000000,20001,19998,0,5
1490639166,36.000000,20001,19998,0,6
1490639170,36.000000,20001,19998,0,7
1490639175,36.000000,20001,19998,0,8
1490639180,34.000000,20006,19998,0,9
1490639184,34.000000,20006,19998,0,10
1490639189,34.000000,20006,19998,0,11
1490639194,34.000000,20006,19998,0,12
1490639199,34.000000,20006,19998,0,13
1490639204,34.000000,20006,19998,0,14
1490639208,34.000000,20006,19998,0,15
1490639213,34.000000,20006,19998,0,16
1490639219,34.000000,20006,19998,0,17
1490639224,34.000000,20006,19998,0,18
1490639228,33.000000,20016,19998,0,19
1490639233,33.000000,20016,19998,0,20
